Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year Joined,Valuation(billions)
Hotmart,$1B,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",2020,1
Huike Group,$1B,2018-05-24,Edtech,Beijing,China,Asia,2010,$302M,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",2018,1
Human Interest,$1B,2021-08-04,Fintech,San Francisco,United States,North America,2015,$337M,"Wing Venture Capital, Slow Ventures, Uncork Capital",2021,1
Ibotta,$1B,2019-08-06,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",2019,1
iCarbonX,$1B,2016-04-12,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,"Tencent, Vcanbio",2016,1
iFood,$1B,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers",2018,1
InFarm,$1B,2021-12-16,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital",2021,1
Infobip,$1B,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,2020,1
Injective Protocol,$1B,2021-04-20,Fintech,New York,United States,North America,2018,$17M,"Pantera Capital, Cadenza Ventures, BlockTower Capital",2021,1
Intellifusion,$1B,2019-03-22,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,"BOC International, TopoScend Capital, Hongxiu VC",2019,1
Interos,$1B,2021-07-22,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",2021,1
Iodine Software,$1B,2021-12-01,Data management & analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",2021,1
JoyTunes,$1B,2021-06-21,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners",2021,1
Kendra Scott,$1B,2016-12-21,Consumer & retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners",2016,1
Kitopi,$1B,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar",2021,1
KnowBox,$1B,2019-05-30,Edtech,Beijing,China,Asia,2014,$306M,"TAL Education Group, Legend Star, Alibaba Group",2019,1
Kopi Kenangan,$1B,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2021,1
Lamabang,$1B,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,"5Y Capital, Matrix Partners China, K2VC",2015,1
LayerZero Labs,$1B,2022-03-30,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",2022,1
Lessen,$1B,2021-11-30,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",2021,1
LetsGetChecked,$1B,2021-06-07,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2021,1
Licious,$1B,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",2021,1
LinkDoc Technology,$1B,2018-07-05,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates",2018,1
Locus Robotics,$1B,2021-02-17,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",2021,1
Lookout,$1B,2013-10-10,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital",2013,1
Lydia,$1B,2021-12-08,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",2021,1
MadeiraMadeira,$1B,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",2021,1
Maimai,$1B,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures",2017,1
Mammoth Biosciences,$1B,2021-09-09,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",2021,1
Masterworks,$1B,2021-10-05,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",2021,1
Maven Clinic,$1B,2021-08-17,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2021,1
MediaMath,$1B,2018-07-10,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund",2018,1
Meero,$1B,2019-06-18,Artificial intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",2019,1
Mensa Brands,$1B,2021-11-16,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021,1
Mia.com,$1B,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures",2015,1
Minio,$1B,2022-01-26,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2022,1
Mobvoi,$1B,2017-04-06,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund",2017,1
Moka,$1B,2021-11-02,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund",2021,1
Momenta,$1B,2018-10-17,Artificial intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2018,1
Morning Consult,$1B,2021-06-08,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",2021,1
Movile,$1B,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",2018,1
Mux,$1B,2021-04-30,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz",2021,1
Nature's Fynd,$1B,2021-07-19,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",2021,1
Newlink Group,$1B,2020-07-10,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital",2020,1
News Break,$1B,2021-01-07,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",2021,1
Newsela,$1B,2021-02-25,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",2021,1
NIUM,$1B,2021-07-13,Fintech,,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",2021,1
NoBroker,$1B,2021-11-23,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",2021,1
Noname Security,$1B,2021-12-15,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2021,1
Numbrs,$1B,2019-08-22,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",2019,1
Omada Health,$1B,2022-02-23,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",2022,1
Omio,$1B,2018-10-23,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",2018,1
ONE,$1B,2021-12-08,Internet software & services,,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",2021,1
OpenWeb,$1B,2021-11-09,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments",2021,1
Orbbec Technology,$1B,2018-05-21,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2018,1
Orca Bio,$1B,2020-06-17,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",2020,1
Orchard,$1B,2021-09-09,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital",2021,1
Owkin,$1B,2021-11-18,Artificial intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital",2021,1
PandaDoc,$1B,2021-09-22,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures",2021,1
Pat McGrath Labs,$1B,2018-07-16,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo",2018,1
PatSnap,$1B,2021-03-16,Internet software & services,,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2021,1
Payhawk,$1B,2022-02-14,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",2022,1
Pentera,$1B,2022-01-11,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",2022,1
Pet Circle,$1B,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",2021,1
PicsArt,$1B,2021-08-26,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners",2021,1
PLACE,$1B,2021-11-17,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",2021,1
Placer.ai,$1B,2022-01-12,Artificial intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",2022,1
Playco,$1B,2020-09-21,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",2020,1
Poizon,$1B,2019-04-29,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital",2019,1
PPRO,$1B,2021-01-19,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",2021,1
Printful,$1B,2021-05-24,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,2021,1
Quantum Metric,$1B,2021-01-07,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",2021,1
Quizlet,$1B,2020-05-13,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2020,1
RapidAPI,$1B,2022-03-23,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz",2022,1
Razor,$1B,2021-11-08,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",2021,1
Red Ventures,$1B,2015-01-07,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",2015,1
REEF Technology,$1B,2018-12-10,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",2018,1
ReliaQuest,$1B,2021-12-01,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",2021,1
Revolution Precrafted,$1B,2017-10-23,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",2017,1
Rothy's,$1B,2021-12-21,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners",2021,1
SaltPay,$1B,2021-04-09,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",2021,1
Savage X Fenty,$1B,2021-02-10,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,1
Scalapay,$1B,2022-02-23,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",2022,1
Scandit,$1B,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",2022,1
Sentry,$1B,2021-02-18,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond",2021,1
Shield AI,$1B,2021-08-24,Artificial intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",2021,1
Shift Technology,$1B,2021-05-06,Artificial intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",2021,1
ShipBob,$1B,2021-06-29,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",2021,1
Shippo,$1B,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",2021,1
Sidecar Health,$1B,2021-01-26,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",2021,1
Sift,$1B,2021-04-22,Artificial intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital",2021,1
Skydio,$1B,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",2021,1
Slice,$1B,2021-11-28,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",2021,1
SmartAsset,$1B,2021-06-24,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures",2021,1
SMS Assist,$1B,2016-06-07,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2016,1
SnapLogic,$1B,2021-12-13,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",2021,1
Snorkel AI,$1B,2021-08-09,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",2021,1
Solo.io,$1B,2021-10-07,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",2021,1
SoundHound,$1B,2018-05-03,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",2018,1
Splashtop,$1B,2021-01-27,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",2021,1
Standard,$1B,2021-02-17,Artificial intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital",2021,1
Stytch,$1B,2021-11-18,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital",2021,1
Swile,$1B,2021-10-11,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",2021,1
Tarana Wireless,$1B,2022-03-23,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",2022,1
TechStyle Fashion Group,$1B,2014-08-29,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",2014,1
TensTorrent,$1B,2021-05-05,Artificial intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",2021,1
TERMINUS Technology,$1B,2018-10-25,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK",2018,1
Tezign,$1B,2021-11-02,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures",2021,1
The Zebra,$1B,2021-04-12,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",2021,1
Thirty Madison,$1B,2021-06-02,Health,New York,United States,North America,1993,$210M,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",2021,1
Thought Machine,$1B,2021-11-29,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital",2021,1
Timescale,$1B,2022-02-22,Internet software & services,New York,United States,North America,2015,$181M,"New Enterprise Associates, Benchmark, Two Sigma Ventures",2022,1
Tractable,$1B,2021-06-16,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners",2021,1
Tresata,$1B,2018-10-10,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,2018,1
TrialSpark,$1B,2021-09-30,Health,New York,United States,North America,2014,$156M,"Sequoia Capital, Thrive Capital, Sound Ventures",2021,1
TrueLayer,$1B,2021-09-21,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures",2021,1
Unico,$1B,2021-08-03,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2021,1
Vagaro,$1B,2021-11-03,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital,2021,1
Vedantu,$1B,2021-09-29,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network",2021,1
Veev,$1B,2022-02-24,Internet software & services,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures",2022,1
Vise,$1B,2021-05-18,Fintech,New York,United States,North America,2016,$128M,"Sequoia Capital, Founders Fund, Bling Capital",2021,1
Visier,$1B,2021-06-29,Internet software & services,Vancouver,Canada,North America,2010,$217M,"Foundation Capital, Summit Partners, Adams Street Partners",2021,1
VOI,$1B,2021-12-21,Travel,Stockholm,Sweden,Europe,2018,$516M,"Vostok New Ventures, The Raine Group, Balderton Capital",2021,1
Vox Media,$1B,2015-08-12,Internet software & services,Washington,United States,North America,2011,$308M,"Accel Partners, Comcast Ventures, General Atlantic",2015,1
VTS,$1B,2019-05-07,Internet software & services,New York,United States,North America,2012,$187M,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",2019,1
Watershed,$1B,2022-02-08,Internet software & services,San Francisco,United States,North America,2019,$70M,"Kleiner Perkins Caufield & Byers, Sequoia Capital",2022,1
Weights & Biases,$1B,2021-10-13,Internet software & services,San Francisco,United States,North America,2017,$200M,"Coatue Management, Insight Partners, Trinity Ventures",2021,1
WeLab,$1B,2017-11-08,Fintech,,Hong Kong,Asia,2013,$871M,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",2017,1
Womai,$1B,2015-10-12,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,"SAIF Partners China, Baidu, IDG Capital",2015,1
Wrapbook,$1B,2021-11-10,Fintech,New York,United States,North America,2018,$131M,"Equal Ventures, Uncork Capital, Andreessen Horowitz",2021,1
Xendit,$1B,2021-09-14,Fintech,Jakarta,Indonesia,Asia,2014,$215M,"Accel, Y Combinator, Amasia",2021,1
XForcePlus,$1B,2021-06-01,Internet software & services,Shanghai,China,Asia,2015,$200M,"Eastern Bell Capital, Danhua Capital, MSA Capital",2021,1
YH Global,$1B,2017-09-21,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,"Co-Energy Finance, Grandland",2017,1
YipitData,$1B,2021-12-06,Internet software & services,New York,United States,North America,2008,$492M,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",2021,1
Yunxuetang,$1B,2021-03-29,Edtech,Suzhou,China,Asia,2011,$389M,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",2021,1
Zhaogang,$1B,2017-06-29,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,"K2 Ventures, Matrix Partners China, IDG Capital",2017,1
Zhuan Zhuan,$1B,2017-04-18,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,"58.com, Tencent Holdings",2017,1
Zihaiguo,$1B,2021-05-06,Consumer & retail,Chongqing,China,Asia,2018,$80M,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",2021,1
Zopa,$1B,2021-10-19,Fintech,London,United Kingdom,Europe,2005,$792M,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",2021,1
Zwift,$1B,2020-09-16,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,"Novator Partners, True, Causeway Media Partners",2020,1
